Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
55,No,Travel_Rarely,'Research & Development',22,Bachelor,'Technical Degree',Low,Male,Medium,AssociateProfessional,'Research Scientist',Medium,Divorced,3537,No,12,Excellent,VeryHigh,Level2,8,High,4,2,1,2
34,No,Travel_Rarely,'Research & Development',5,College,Medical,Medium,Male,Medium,Professional,'Laboratory Technician',VeryHigh,Married,3986,No,14,Excellent,High,Level2,15,VeryHigh,15,10,4,13
60,No,Travel_Rarely,'Research & Development',1,Master,Medical,High,Male,Low,AssociateManager,'Healthcare Representative',VeryHigh,Divorced,10883,No,20,Outstanding,High,Level2,19,VeryHigh,1,0,0,0
33,No,Travel_Rarely,'Research & Development',21,Bachelor,Medical,Medium,Male,VeryHigh,AssociateProfessional,'Laboratory Technician',Medium,Married,2028,No,18,Excellent,VeryHigh,Level4,14,High,14,11,2,13
37,No,Travel_Frequently,Sales,1,Master,Medical,High,Male,Low,Professional,'Sales Executive',VeryHigh,Divorced,9525,No,14,Excellent,High,Level3,6,Medium,6,3,1,3
34,No,Travel_Rarely,'Research & Development',19,Bachelor,'Life Sciences',Medium,Female,Medium,AssociateProfessional,'Research Scientist',VeryHigh,Married,2929,No,12,Excellent,Medium,Level1,10,High,10,9,8,7
23,Yes,Travel_Rarely,Sales,7,Bachelor,'Life Sciences',High,Male,High,AssociateProfessional,'Sales Representative',VeryHigh,Divorced,2275,Yes,21,Outstanding,Medium,Level2,3,High,3,2,0,2
44,No,Travel_Rarely,'Research & Development',2,Bachelor,'Life Sciences',High,Female,VeryHigh,AssociateManager,'Healthcare Representative',VeryHigh,Married,7879,Yes,19,Excellent,Medium,Level2,9,High,8,7,6,7
35,No,Travel_Frequently,'Research & Development',2,Master,Medical,Low,Male,Medium,AssociateProfessional,'Research Scientist',VeryHigh,Single,4930,Yes,14,Excellent,High,Level1,6,VeryHigh,5,4,1,4
43,No,Travel_Rarely,Sales,2,Bachelor,Medical,VeryHigh,Male,High,Professional,'Sales Executive',VeryHigh,Married,7847,Yes,17,Excellent,Low,Level2,10,High,10,9,8,8
24,No,Travel_Rarely,'Research & Development',9,Bachelor,Medical,High,Male,VeryHigh,AssociateProfessional,'Research Scientist',High,Married,4401,No,16,Excellent,VeryHigh,Level2,5,High,5,3,0,4
41,No,Travel_Rarely,Sales,6,Bachelor,Marketing,VeryHigh,Male,High,AssociateManager,'Sales Executive',High,Single,9241,No,12,Excellent,Medium,Level1,10,High,10,8,8,7
29,No,Travel_Rarely,'Research & Development',9,Master,Medical,VeryHigh,Female,High,AssociateProfessional,'Laboratory Technician',High,Married,2974,No,17,Excellent,High,Level2,9,High,5,3,1,2
36,No,Travel_Rarely,Sales,2,Master,'Life Sciences',High,Female,High,Professional,'Sales Representative',VeryHigh,Single,4502,No,15,Excellent,High,Level1,17,Medium,13,7,6,7
45,No,Non-Travel,'Research & Development',1,BelowCollege,'Life Sciences',High,Male,Medium,AssociateManager,'Healthcare Representative',High,Married,10748,No,23,Outstanding,VeryHigh,Level2,25,Medium,23,15,14,4
24,Yes,Travel_Rarely,'Human Resources',22,BelowCollege,'Human Resources',VeryHigh,Male,Low,AssociateProfessional,'Human Resources',High,Married,1555,No,11,Excellent,High,Level2,1,High,1,0,0,0
47,Yes,Travel_Frequently,Sales,9,Bachelor,'Life Sciences',High,Male,Low,Manager,'Sales Executive',High,Married,12936,No,11,Excellent,High,Level1,25,Low,23,5,14,10
26,No,Travel_Rarely,'Research & Development',17,Master,Medical,VeryHigh,Male,Low,AssociateProfessional,'Laboratory Technician',High,Married,2305,No,15,Excellent,High,Level4,3,VeryHigh,3,2,0,2
45,No,Travel_Rarely,'Research & Development',28,College,'Technical Degree',VeryHigh,Female,Medium,Manager,'Research Director',Medium,Single,16704,No,11,Excellent,High,Level1,21,High,21,6,8,6
32,No,Travel_Frequently,'Research & Development',10,Bachelor,'Life Sciences',Low,Male,High,AssociateProfessional,'Research Scientist',High,Married,3433,No,13,Excellent,Low,Level2,10,Medium,5,2,1,3
31,No,Travel_Rarely,'Research & Development',2,Master,'Life Sciences',Medium,Male,High,AssociateProfessional,'Laboratory Technician',High,Married,3477,No,14,Excellent,VeryHigh,Level2,6,VeryHigh,5,2,0,3
41,No,Non-Travel,'Human Resources',4,Bachelor,'Human Resources',High,Male,Low,Professional,'Human Resources',Medium,Married,6430,No,19,Excellent,Medium,Level2,10,High,3,2,1,2
40,No,Travel_Rarely,'Research & Development',8,College,'Life Sciences',Medium,Female,High,Professional,'Manufacturing Director',Low,Married,6516,Yes,16,Excellent,Medium,Level2,18,High,1,0,0,0
24,No,Travel_Rarely,'Research & Development',29,BelowCollege,Medical,Medium,Male,High,AssociateProfessional,'Laboratory Technician',Low,Divorced,3907,No,13,Excellent,Medium,Level4,6,VeryHigh,6,2,1,2
46,No,Travel_Rarely,'Research & Development',13,Master,'Life Sciences',High,Male,High,Professional,'Healthcare Representative',Medium,Single,5562,No,14,Excellent,VeryHigh,Level1,19,High,10,7,0,9
35,No,Travel_Rarely,'Research & Development',27,Master,'Life Sciences',VeryHigh,Male,High,Professional,'Manufacturing Director',High,Married,6883,No,16,Excellent,Medium,Level2,17,High,7,7,0,7
30,No,Travel_Rarely,'Research & Development',16,BelowCollege,'Life Sciences',Medium,Male,High,AssociateProfessional,'Research Scientist',VeryHigh,Married,2862,No,12,Excellent,Medium,Level2,10,Medium,10,0,0,8
47,No,Non-Travel,Sales,2,Master,Marketing,High,Male,High,Professional,'Sales Executive',Medium,Married,4978,No,11,Excellent,VeryHigh,Level2,4,Low,1,0,0,0
46,No,Travel_Rarely,Sales,2,Bachelor,'Life Sciences',High,Male,High,AssociateManager,'Sales Executive',VeryHigh,Divorced,10368,Yes,12,Excellent,Medium,Level2,13,Medium,10,6,0,3
36,Yes,Travel_Rarely,Sales,13,Doctor,Marketing,Medium,Male,Medium,Professional,'Sales Executive',Low,Divorced,6134,Yes,13,Excellent,Medium,Level4,16,High,2,2,2,2
32,Yes,Travel_Rarely,Sales,1,College,'Life Sciences',Low,Male,Low,Professional,'Sales Executive',Medium,Single,6735,No,15,Excellent,Medium,Level1,10,High,0,0,0,0
23,No,Travel_Rarely,'Research & Development',4,BelowCollege,Medical,High,Female,High,AssociateProfessional,'Laboratory Technician',Medium,Single,3295,No,13,Excellent,High,Level1,3,Low,3,2,1,2
31,No,Travel_Frequently,'Research & Development',24,BelowCollege,'Technical Degree',VeryHigh,Female,High,Professional,'Manufacturing Director',VeryHigh,Single,5238,No,20,Outstanding,VeryHigh,Level1,9,Medium,5,4,1,4
39,No,Non-Travel,'Research & Development',1,Bachelor,'Life Sciences',VeryHigh,Male,High,Professional,'Laboratory Technician',VeryHigh,Married,6472,Yes,15,Excellent,VeryHigh,Level2,9,High,9,8,5,8
32,No,Travel_Rarely,Sales,19,Bachelor,'Life Sciences',VeryHigh,Male,Low,AssociateManager,'Sales Executive',High,Married,9610,No,13,Excellent,High,Level2,10,Low,4,3,0,2
40,No,Travel_Rarely,Sales,7,Master,Medical,Medium,Male,High,Executive,Manager,Medium,Single,19833,No,14,Excellent,Medium,Level1,21,Medium,21,8,12,8
45,No,Travel_Rarely,'Human Resources',4,Bachelor,'Life Sciences',High,Female,Low,AssociateManager,'Human Resources',High,Married,9756,No,21,Outstanding,High,Level3,9,VeryHigh,5,0,0,3
30,No,Travel_Frequently,'Research & Development',2,Master,'Technical Degree',VeryHigh,Female,Medium,AssociateProfessional,'Research Scientist',Low,Single,4968,No,16,Excellent,VeryHigh,Level1,10,High,9,7,0,7
24,No,Travel_Frequently,'Human Resources',10,Bachelor,Medical,Low,Male,High,AssociateProfessional,'Human Resources',VeryHigh,Married,2145,No,14,Excellent,VeryHigh,Level2,3,High,2,2,2,1
30,Yes,Travel_Frequently,'Human Resources',8,Bachelor,'Human Resources',High,Female,Medium,AssociateProfessional,'Human Resources',VeryHigh,Divorced,2180,No,11,Excellent,High,Level2,6,Medium,4,2,1,2
31,No,Travel_Rarely,Sales,5,Bachelor,'Technical Degree',Low,Male,High,Professional,'Sales Executive',High,Married,8346,No,19,Excellent,High,Level2,6,High,5,2,0,2
27,No,Travel_Rarely,'Research & Development',8,Bachelor,Medical,High,Female,High,AssociateProfessional,'Research Scientist',VeryHigh,Single,3445,No,11,Excellent,High,Level1,6,Medium,6,2,1,4
29,Yes,Travel_Rarely,Sales,9,Bachelor,Marketing,Medium,Female,Low,AssociateProfessional,'Sales Representative',Medium,Single,2760,No,13,Excellent,High,Level1,2,High,2,2,2,2
29,No,Travel_Frequently,'Research & Development',1,Bachelor,'Life Sciences',VeryHigh,Male,VeryHigh,Professional,'Healthcare Representative',High,Single,6294,Yes,12,Excellent,VeryHigh,Level1,10,VeryHigh,3,2,0,2
30,No,Travel_Rarely,Sales,15,College,Marketing,High,Male,Medium,AssociateManager,'Sales Executive',Low,Divorced,7140,No,11,Excellent,Low,Level2,12,High,7,7,1,7
34,No,Travel_Rarely,'Research & Development',2,Master,Medical,VeryHigh,Male,VeryHigh,AssociateProfessional,'Research Scientist',VeryHigh,Married,2932,Yes,14,Excellent,Low,Level4,6,High,5,0,1,2
33,No,Non-Travel,Sales,2,Bachelor,Marketing,VeryHigh,Female,High,Professional,'Sales Executive',Medium,Single,5147,No,15,Excellent,VeryHigh,Level1,13,Medium,11,7,1,7
49,No,Travel_Rarely,Sales,11,Master,Marketing,VeryHigh,Female,High,Professional,'Sales Executive',VeryHigh,Single,4507,No,12,Excellent,High,Level1,8,VeryHigh,5,1,0,4
33,Yes,Travel_Rarely,Sales,16,Bachelor,'Life Sciences',Low,Female,High,AssociateManager,'Sales Executive',Low,Single,8564,Yes,20,Outstanding,High,Level1,11,Medium,0,0,0,0
38,No,Travel_Frequently,'Research & Development',2,College,Medical,High,Female,Medium,AssociateProfessional,'Laboratory Technician',Medium,Married,2468,No,14,Excellent,Medium,Level2,9,Medium,6,1,0,5
31,Yes,Travel_Rarely,Sales,16,Master,Marketing,Low,Male,High,AssociateManager,'Sales Executive',High,Married,8161,No,13,Excellent,Low,Level4,10,High,1,0,0,0
29,No,Travel_Rarely,'Research & Development',4,Bachelor,'Technical Degree',VeryHigh,Female,Medium,AssociateProfessional,'Research Scientist',Low,Divorced,2109,No,13,Excellent,High,Level2,1,High,1,0,0,0
30,No,Travel_Rarely,'Research & Development',16,Bachelor,'Life Sciences',High,Male,VeryHigh,Professional,'Healthcare Representative',High,Married,5294,No,16,Excellent,High,Level2,10,High,7,0,1,7
32,No,Non-Travel,'Research & Development',5,Master,'Technical Degree',Medium,Male,High,AssociateProfessional,'Research Scientist',Medium,Single,2718,No,14,Excellent,Medium,Level1,12,High,7,7,0,7
38,No,Travel_Rarely,'Research & Development',18,Bachelor,Medical,Medium,Male,Low,Professional,'Healthcare Representative',VeryHigh,Married,5811,Yes,16,Excellent,High,Level2,15,High,1,0,1,0
43,Yes,Travel_Frequently,'Research & Development',17,Bachelor,'Technical Degree',High,Male,Medium,AssociateProfessional,'Research Scientist',High,Married,2437,Yes,16,Excellent,VeryHigh,Level2,6,High,1,0,0,0
42,No,Travel_Rarely,'Research & Development',12,Bachelor,Medical,Medium,Male,High,AssociateProfessional,'Laboratory Technician',Medium,Divorced,2766,No,22,Outstanding,Medium,Level4,7,Medium,5,3,0,4
55,No,Travel_Rarely,'Research & Development',2,Bachelor,Medical,High,Male,Medium,Executive,'Research Director',Low,Married,19038,No,12,Excellent,Medium,Level4,34,High,1,0,0,0
33,No,Non-Travel,'Research & Development',4,Bachelor,'Technical Degree',VeryHigh,Male,High,Professional,'Research Scientist',Medium,Divorced,3055,No,15,Excellent,VeryHigh,Level3,11,Medium,9,8,1,7
41,No,Travel_Rarely,'Research & Development',9,Master,'Life Sciences',High,Male,High,AssociateProfessional,'Laboratory Technician',Low,Divorced,2289,No,20,Outstanding,Medium,Level3,5,High,5,3,0,4
34,No,Non-Travel,Sales,10,Bachelor,'Life Sciences',VeryHigh,Male,High,Professional,'Sales Executive',High,Divorced,4001,Yes,14,Excellent,High,Level2,15,High,15,14,0,7
53,No,Non-Travel,'Research & Development',1,Master,Medical,Low,Female,Medium,Manager,'Manufacturing Director',High,Married,12965,Yes,20,Outstanding,VeryHigh,Level4,27,Medium,3,2,0,2
43,No,Travel_Rarely,'Human Resources',2,Bachelor,'Life Sciences',Medium,Male,High,AssociateProfessional,'Human Resources',VeryHigh,Single,3539,No,13,Excellent,Medium,Level1,10,High,9,7,1,8
34,No,Travel_Rarely,Sales,3,College,'Life Sciences',VeryHigh,Female,Low,Professional,'Sales Executive',VeryHigh,Single,6029,No,12,Excellent,Low,Level1,6,High,2,2,2,2
21,Yes,Travel_Rarely,Sales,7,BelowCollege,Marketing,Medium,Male,High,AssociateProfessional,'Sales Representative',Medium,Single,2679,No,13,Excellent,Medium,Level1,1,High,1,0,1,0
38,No,Travel_Rarely,'Research & Development',6,College,Other,VeryHigh,Female,Medium,AssociateProfessional,'Laboratory Technician',High,Married,3702,No,11,Excellent,Medium,Level2,5,High,5,4,0,4
22,Yes,Travel_Rarely,'Research & Development',8,BelowCollege,Medical,High,Female,High,AssociateProfessional,'Laboratory Technician',Low,Married,2398,Yes,17,Excellent,High,Level1,1,High,1,0,0,0
31,No,Travel_Rarely,Sales,29,Master,Marketing,Low,Female,Medium,Professional,'Sales Executive',VeryHigh,Married,5468,No,14,Excellent,Low,Level3,13,High,12,7,5,7
51,No,Travel_Rarely,'Research & Development',3,Bachelor,'Technical Degree',Low,Female,High,AssociateManager,Manager,High,Married,13116,No,11,Excellent,VeryHigh,Level1,15,High,2,2,2,2
37,No,Travel_Rarely,Sales,9,College,Marketing,Medium,Male,Medium,Professional,'Sales Executive',Medium,Married,4189,No,14,Excellent,Low,Level3,5,High,5,2,0,3
46,No,Travel_Rarely,'Research & Development',2,Master,Medical,High,Male,High,Executive,'Research Director',VeryHigh,Divorced,19328,Yes,17,Excellent,High,Level2,24,High,2,1,2,2
36,No,Travel_Rarely,'Research & Development',10,Bachelor,'Life Sciences',VeryHigh,Male,High,AssociateManager,'Healthcare Representative',Low,Married,8321,Yes,13,Excellent,VeryHigh,Level2,15,High,12,8,5,7
44,Yes,Travel_Frequently,'Research & Development',1,College,Medical,High,Male,High,AssociateProfessional,'Research Scientist',Medium,Divorced,2342,Yes,12,Excellent,High,Level4,6,Medium,5,3,2,3
37,No,Travel_Rarely,'Human Resources',8,College,Other,High,Male,High,Professional,'Human Resources',Medium,Divorced,4071,No,13,Excellent,High,Level1,19,Medium,10,0,4,7
35,Yes,Travel_Rarely,Sales,27,Bachelor,'Life Sciences',High,Male,High,Professional,'Sales Executive',VeryHigh,Single,5813,Yes,18,Excellent,VeryHigh,Level1,10,High,10,7,7,7
33,No,Travel_Rarely,'Research & Development',8,Master,'Life Sciences',VeryHigh,Male,VeryHigh,AssociateProfessional,'Research Scientist',Low,Married,3143,No,19,Excellent,Medium,Level2,14,High,10,8,7,6
28,No,Travel_Rarely,'Research & Development',1,Bachelor,'Life Sciences',High,Male,High,AssociateProfessional,'Research Scientist',VeryHigh,Married,2044,No,11,Excellent,High,Level2,5,VeryHigh,5,3,0,3
39,No,Travel_Rarely,'Research & Development',10,BelowCollege,Medical,High,Male,High,AssociateManager,'Research Director',High,Single,13464,No,21,Outstanding,High,Level1,9,High,4,3,2,2
46,No,Non-Travel,Sales,26,College,'Life Sciences',Medium,Male,Medium,Professional,'Sales Executive',Medium,Single,7991,No,15,Excellent,High,Level1,6,High,2,2,2,2
40,No,Travel_Rarely,'Research & Development',2,College,'Life Sciences',High,Female,High,AssociateProfessional,'Laboratory Technician',Low,Married,3377,No,17,Excellent,VeryHigh,Level2,7,Medium,4,3,0,2
42,No,Travel_Rarely,'Research & Development',13,Bachelor,Medical,Medium,Male,VeryHigh,Professional,'Healthcare Representative',Low,Married,5538,No,18,Excellent,High,Level3,10,Medium,0,0,0,0
35,No,Non-Travel,'Research & Development',2,College,Medical,Medium,Male,High,Professional,'Manufacturing Director',VeryHigh,Divorced,5762,No,14,Excellent,High,Level2,15,High,7,7,1,7
38,No,Non-Travel,'Human Resources',2,Bachelor,'Human Resources',Low,Male,High,AssociateProfessional,'Human Resources',Medium,Divorced,2592,No,13,Excellent,VeryHigh,Level4,13,High,11,10,3,8
34,Yes,Travel_Frequently,'Research & Development',9,Master,'Life Sciences',VeryHigh,Male,High,Professional,'Laboratory Technician',Low,Married,5346,No,17,Excellent,High,Level2,11,Medium,7,1,0,7
37,Yes,Travel_Rarely,'Research & Development',10,Master,Medical,VeryHigh,Male,High,Professional,'Manufacturing Director',Low,Single,4213,No,15,Excellent,Medium,Level1,10,Low,10,3,0,8
39,No,Travel_Frequently,Sales,20,Bachelor,'Life Sciences',High,Male,High,Professional,'Sales Executive',VeryHigh,Divorced,4127,No,18,Excellent,VeryHigh,Level2,7,High,2,1,2,2
43,No,Non-Travel,'Research & Development',9,Bachelor,'Life Sciences',Low,Male,High,AssociateProfessional,'Research Scientist',High,Single,2438,No,13,Excellent,High,Level1,7,Medium,3,2,1,2
41,No,Travel_Rarely,'Research & Development',5,Bachelor,'Life Sciences',Medium,Male,VeryHigh,Professional,'Healthcare Representative',Medium,Single,6870,No,12,Excellent,Low,Level1,11,Low,3,2,1,2
41,No,Travel_Rarely,Sales,4,BelowCollege,Marketing,High,Female,High,AssociateManager,'Sales Executive',High,Divorced,10447,Yes,13,Excellent,VeryHigh,Level2,23,VeryHigh,22,14,13,5
30,No,Travel_Rarely,'Research & Development',10,Bachelor,Medical,Low,Female,High,AssociateManager,'Manufacturing Director',High,Single,9667,No,14,Excellent,Medium,Level1,9,High,7,7,0,2
26,Yes,Travel_Rarely,'Human Resources',20,College,Medical,VeryHigh,Female,High,AssociateProfessional,'Human Resources',Medium,Married,2148,Yes,11,Excellent,High,Level1,6,High,5,1,1,4
46,Yes,Travel_Rarely,'Research & Development',21,College,Medical,VeryHigh,Female,High,Professional,'Healthcare Representative',Medium,Married,8926,No,22,Outstanding,VeryHigh,Level2,13,VeryHigh,9,7,3,7
40,No,Travel_Rarely,'Research & Development',1,Bachelor,'Life Sciences',High,Female,High,Professional,'Healthcare Representative',VeryHigh,Divorced,6513,No,17,Excellent,VeryHigh,Level2,12,High,5,3,0,3
34,No,Travel_Rarely,Sales,8,College,'Technical Degree',Medium,Male,VeryHigh,Professional,'Sales Executive',High,Married,6799,No,21,Outstanding,High,Level3,10,High,10,8,4,8
58,No,Non-Travel,Sales,2,Bachelor,Medical,Medium,Male,High,Manager,Manager,Medium,Divorced,16291,No,22,Outstanding,VeryHigh,Level2,37,Medium,16,9,14,14
35,No,Travel_Rarely,'Research & Development',23,Master,Medical,Medium,Male,Low,AssociateProfessional,'Laboratory Technician',High,Married,2705,No,16,Excellent,Medium,Level2,6,VeryHigh,5,4,0,3
47,No,Travel_Rarely,'Research & Development',4,Bachelor,'Life Sciences',High,Female,Medium,AssociateManager,'Manufacturing Director',Medium,Divorced,10333,Yes,12,Excellent,High,Level2,28,High,22,11,14,10
40,No,Travel_Rarely,'Research & Development',12,Bachelor,'Life Sciences',Medium,Female,High,Professional,'Healthcare Representative',Low,Divorced,4448,No,12,Excellent,Medium,Level2,15,High,7,4,7,7
54,No,Travel_Rarely,'Research & Development',7,Master,Medical,VeryHigh,Female,High,Professional,'Research Scientist',VeryHigh,Married,6854,No,15,Excellent,Medium,Level2,14,Medium,7,1,1,7
31,No,Travel_Frequently,Sales,7,Master,Marketing,Low,Female,High,AssociateManager,'Sales Executive',Low,Married,9637,No,14,Excellent,VeryHigh,Level3,9,High,3,2,2,2
28,No,Travel_Rarely,'Research & Development',1,Bachelor,Medical,High,Female,High,AssociateProfessional,'Research Scientist',Low,Married,3591,No,25,Outstanding,High,Level2,3,High,3,2,1,2
38,No,Travel_Rarely,Sales,2,Master,Marketing,Medium,Female,Low,Professional,'Sales Representative',VeryHigh,Married,5405,Yes,20,Outstanding,Low,Level3,20,Medium,4,2,0,3
26,No,Travel_Rarely,Sales,10,Bachelor,Medical,High,Male,High,Professional,'Sales Executive',VeryHigh,Single,4684,No,13,Excellent,Low,Level1,5,High,5,3,1,2
58,No,Travel_Frequently,'Research & Development',15,Master,'Life Sciences',Low,Male,High,Manager,'Research Director',High,Married,15787,Yes,14,Excellent,Medium,Level1,23,High,2,2,2,2
18,No,Non-Travel,'Research & Development',14,Bachelor,Medical,Medium,Female,High,AssociateProfessional,'Research Scientist',High,Single,1514,No,16,Excellent,High,Level1,0,Low,0,0,0,0
31,Yes,Travel_Rarely,'Human Resources',18,Doctor,'Human Resources',VeryHigh,Male,VeryHigh,AssociateProfessional,'Human Resources',Low,Married,2956,No,17,Excellent,High,Level1,2,High,1,0,0,0
29,Yes,Travel_Rarely,'Human Resources',13,Bachelor,'Human Resources',Low,Male,Medium,AssociateProfessional,'Human Resources',Low,Divorced,2335,Yes,15,Excellent,VeryHigh,Level4,4,High,2,2,2,0
45,No,Non-Travel,Sales,2,Master,'Life Sciences',High,Female,High,Professional,'Sales Executive',High,Married,5154,No,22,Outstanding,Medium,Level3,10,VeryHigh,8,7,5,7
36,No,Travel_Rarely,'Research & Development',2,Master,Other,VeryHigh,Female,High,Professional,'Research Scientist',Medium,Married,6962,Yes,22,Outstanding,VeryHigh,Level2,15,High,1,0,0,0
43,No,Travel_Frequently,Sales,2,Master,'Life Sciences',Low,Male,High,Professional,'Sales Executive',VeryHigh,Married,5675,No,20,Outstanding,High,Level2,7,High,7,7,7,7
27,No,Travel_Frequently,'Research & Development',5,College,'Life Sciences',VeryHigh,Female,High,AssociateProfessional,'Laboratory Technician',VeryHigh,Single,2379,Yes,14,Excellent,High,Level1,6,Medium,5,4,0,2
29,No,Travel_Frequently,'Research & Development',20,BelowCollege,Medical,VeryHigh,Male,High,AssociateProfessional,'Laboratory Technician',VeryHigh,Married,3812,No,13,Excellent,Medium,Level1,11,VeryHigh,11,8,3,10
32,No,Travel_Frequently,Sales,10,Master,Marketing,VeryHigh,Male,High,Professional,'Sales Executive',VeryHigh,Single,4648,No,13,Excellent,High,Level1,4,VeryHigh,0,0,0,0
42,No,Non-Travel,'Research & Development',10,Master,'Technical Degree',High,Male,High,AssociateProfessional,'Research Scientist',High,Married,2936,No,22,Outstanding,Medium,Level3,10,Medium,6,3,3,3
47,No,Travel_Rarely,'Research & Development',9,Master,'Life Sciences',Medium,Female,High,AssociateProfessional,'Laboratory Technician',High,Single,2105,No,12,Excellent,High,Level1,7,High,2,2,2,0
46,No,Travel_Rarely,'Research & Development',2,College,'Life Sciences',VeryHigh,Male,High,AssociateManager,'Manufacturing Director',VeryHigh,Divorced,8578,No,14,Excellent,High,Level2,12,Medium,9,8,4,7
28,No,Non-Travel,'Human Resources',1,College,'Life Sciences',High,Male,High,AssociateProfessional,'Human Resources',VeryHigh,Divorced,2706,No,15,Excellent,Medium,Level2,3,High,3,2,2,2
29,No,Travel_Rarely,'Research & Development',29,BelowCollege,'Life Sciences',VeryHigh,Male,Low,Professional,'Healthcare Representative',High,Divorced,6384,No,17,Excellent,VeryHigh,Level3,11,High,7,0,1,6
42,No,Travel_Rarely,'Research & Development',8,Bachelor,'Life Sciences',VeryHigh,Male,High,AssociateProfessional,'Laboratory Technician',High,Single,3968,No,13,Excellent,VeryHigh,Level1,8,High,0,0,0,0
32,Yes,Travel_Rarely,Sales,2,Master,Marketing,High,Male,Medium,Professional,'Sales Executive',Medium,Single,9907,Yes,12,Excellent,High,Level1,7,Medium,2,2,2,2
46,No,Travel_Rarely,Sales,3,Bachelor,'Technical Degree',Low,Female,VeryHigh,Manager,'Sales Executive',Low,Divorced,13225,No,12,Excellent,VeryHigh,Level2,25,High,19,17,2,8
27,No,Travel_Rarely,Sales,23,BelowCollege,Medical,Medium,Female,Medium,Professional,'Sales Representative',High,Married,3540,No,21,Outstanding,VeryHigh,Level2,9,High,9,8,5,8
29,No,Travel_Rarely,'Human Resources',6,BelowCollege,Medical,VeryHigh,Male,Medium,AssociateProfessional,'Human Resources',Medium,Married,2804,No,11,Excellent,VeryHigh,Level1,1,High,1,0,0,0
43,No,Travel_Rarely,'Research & Development',6,Bachelor,Medical,Low,Female,Medium,Executive,Manager,High,Married,19392,No,13,Excellent,VeryHigh,Level1,21,High,16,12,6,14
48,No,Travel_Rarely,'Research & Development',10,Bachelor,'Life Sciences',VeryHigh,Male,Medium,Executive,'Research Director',Medium,Married,19665,No,12,Excellent,VeryHigh,Level1,29,High,22,10,12,9
29,Yes,Travel_Frequently,'Research & Development',24,College,'Life Sciences',VeryHigh,Male,Medium,AssociateProfessional,'Research Scientist',VeryHigh,Single,2439,Yes,24,Outstanding,Medium,Level1,1,Medium,1,0,1,0
46,Yes,Travel_Rarely,Sales,10,Bachelor,'Life Sciences',High,Female,High,AssociateManager,'Sales Executive',Medium,Married,7314,No,21,Outstanding,High,Level4,14,High,8,7,0,7
27,No,Travel_Frequently,'Research & Development',15,Bachelor,'Life Sciences',VeryHigh,Female,Medium,AssociateProfessional,'Research Scientist',Low,Married,4774,No,19,Excellent,VeryHigh,Level2,8,Medium,7,6,7,3
39,No,Travel_Rarely,'Research & Development',19,Master,Other,VeryHigh,Male,High,Professional,'Research Scientist',VeryHigh,Divorced,3902,No,14,Excellent,Medium,Level4,7,High,2,2,2,2
55,No,Travel_Rarely,'Research & Development',2,Master,'Technical Degree',Medium,Male,Medium,AssociateProfessional,'Research Scientist',VeryHigh,Married,2662,No,20,Outstanding,Medium,Level2,19,VeryHigh,5,2,0,4
28,No,Travel_Rarely,Sales,3,Bachelor,Medical,Medium,Female,High,AssociateProfessional,'Sales Representative',Medium,Married,2856,No,19,Excellent,VeryHigh,Level2,1,High,1,0,0,0
30,Yes,Travel_Rarely,Sales,9,Bachelor,Medical,Medium,Male,High,AssociateProfessional,'Sales Representative',VeryHigh,Single,1081,No,13,Excellent,High,Level1,1,Medium,1,0,0,0
22,Yes,Travel_Rarely,'Research & Development',7,BelowCollege,'Life Sciences',VeryHigh,Male,High,AssociateProfessional,'Research Scientist',Medium,Single,2472,Yes,23,Outstanding,Low,Level1,1,High,1,0,0,0
36,No,Travel_Rarely,Sales,10,Master,'Technical Degree',Medium,Female,Medium,Professional,'Sales Executive',High,Married,5673,Yes,13,Excellent,Low,Level2,10,High,10,9,1,7
31,No,Travel_Rarely,'Research & Development',20,Bachelor,'Life Sciences',Medium,Male,High,Professional,'Laboratory Technician',High,Divorced,4197,No,11,Excellent,Low,Level2,10,High,10,8,0,2
34,No,Travel_Rarely,Sales,4,Bachelor,'Life Sciences',High,Male,High,AssociateManager,'Sales Executive',VeryHigh,Married,9713,Yes,13,Excellent,VeryHigh,Level4,9,High,5,3,1,0
29,No,Travel_Rarely,'Research & Development',7,Bachelor,'Life Sciences',VeryHigh,Male,High,AssociateProfessional,'Laboratory Technician',Low,Single,2062,No,14,Excellent,Medium,Level1,11,High,3,2,1,2
37,No,Travel_Rarely,'Research & Development',7,Master,Medical,VeryHigh,Male,High,Professional,'Research Scientist',Low,Married,4284,Yes,22,Outstanding,High,Level2,16,High,5,3,0,4
35,No,Travel_Rarely,'Research & Development',16,College,Other,VeryHigh,Female,Medium,Professional,'Manufacturing Director',Medium,Married,4788,Yes,11,Excellent,VeryHigh,Level1,4,High,3,2,0,2
45,No,Travel_Rarely,'Research & Development',25,College,'Life Sciences',Medium,Female,Medium,Professional,'Manufacturing Director',VeryHigh,Married,5906,No,13,Excellent,VeryHigh,Level3,10,Medium,9,8,3,8
